Dátum;Értéknap;Futamidõ;ISIN Kód;Értékpapír;Lejárat;Hozam (%);Változás;Átlag vétel (%);Átlag eladás (%);Nettó árfolyam (%);Felhalmozott kamat (%)
Date;Settle Date;Tenor;ISIN Code;Security Name;Maturity Date;Yield (%);Change;Avg Bid (%);Avg Ask (%);Net price (%);Accrued Interest (%)
2010.02.10;2010.02.12;M6;D100825;HU0000517495;2010.08.25;5,75;0,00;6,00;5,50;96,9950;0,0000
2010.02.10;2010.02.12;M12;D110126;HU0000517735;2011.01.26;5,72;0,07;5,97;5,47;94,7650;0,0000
2010.02.10;2010.02.12;Y3;2013/E;HU0000402466;2013.10.24;6,98;-0,05;7,23;6,73;101,6050;2,2808
2010.02.10;2010.02.12;Y5;2015/A;HU0000402268;2015.02.12;7,37;-0,05;7,62;7,12;102,5700;0,0000
2010.02.10;2010.02.12;Y10;2019/A;HU0000402433;2019.06.24;7,82;-0,01;8,07;7,57;91,4050;4,1493
2010.02.10;2010.02.12;Y15;2023/A;HU0000402383;2023.11.24;7,75;-0,05;8,00;7,50;85,4850;1,3151
2010.02.11;2010.02.15;M3;D100630;HU0000517420;2010.06.30;5,65;0,00;5,90;5,40;97,9300;0,0000
2010.02.11;2010.02.15;M6;D100825;HU0000517495;2010.08.25;5,75;0,00;6,00;5,50;97,0350;0,0000
2010.02.11;2010.02.15;M12;D110126;HU0000517735;2011.01.26;5,68;-0,04;5,93;5,43;94,8350;0,0000
2010.02.11;2010.02.15;Y3;2013/E;HU0000402466;2013.10.24;6,93;-0,05;7,18;6,68;101,7450;2,3425
2010.02.11;2010.02.15;Y5;2015/A;HU0000402268;2015.02.12;7,34;-0,03;7,59;7,09;102,7000;0,0658
2010.02.11;2010.02.15;Y10;2019/A;HU0000402433;2019.06.24;7,76;-0,06;8,01;7,51;91,7750;4,2027
2010.02.11;2010.02.15;Y15;2023/A;HU0000402383;2023.11.24;7,70;-0,05;7,95;7,45;85,8600;1,3644
2010.02.12;2010.02.16;M3;D100630;HU0000517420;2010.06.30;5,65;0,00;5,90;5,40;97,9400;0,0000
2010.02.12;2010.02.16;M6;D100825;HU0000517495;2010.08.25;5,72;-0,03;5,97;5,47;97,0750;0,0000
2010.02.12;2010.02.16;M12;D110126;HU0000517735;2011.01.26;5,65;-0,03;5,90;5,40;94,8750;0,0000
2010.02.12;2010.02.16;Y3;2013/E;HU0000402466;2013.10.24;6,91;-0,02;7,16;6,66;101,8000;2,3630
2010.02.12;2010.02.16;Y5;2015/A;HU0000402268;2015.02.12;7,34;0,00;7,59;7,09;102,6800;0,0877
2010.02.12;2010.02.16;Y10;2019/A;HU0000402433;2019.06.24;7,74;-0,02;7,99;7,49;91,9150;4,2205
2010.02.12;2010.02.16;Y15;2023/A;HU0000402383;2023.11.24;7,67;-0,03;7,92;7,42;86,1000;1,3808
2010.02.15;2010.02.17;M3;D100630;HU0000517420;2010.06.30;5,65;0,00;5,90;5,40;97,9550;0,0000
2010.02.15;2010.02.17;M6;D100825;HU0000517495;2010.08.25;5,75;0,03;6,00;5,50;97,0700;0,0000
2010.02.15;2010.02.17;M12;D110126;HU0000517735;2011.01.26;5,67;0,02;5,92;5,42;94,8750;0,0000
2010.02.15;2010.02.17;Y3;2013/E;HU0000402466;2013.10.24;6,92;0,01;7,17;6,67;101,7900;2,3836
2010.02.15;2010.02.17;Y5;2015/A;HU0000402268;2015.02.12;7,31;-0,03;7,56;7,06;102,8050;0,1096
2010.02.15;2010.02.17;Y10;2019/A;HU0000402433;2019.06.24;7,76;0,02;8,01;7,51;91,8050;4,2384
2010.02.15;2010.02.17;Y15;2023/A;HU0000402383;2023.11.24;7,67;0,00;7,92;7,42;86,0700;1,3973
2010.02.16;2010.02.18;M3;D100630;HU0000517420;2010.06.30;5,68;0,03;5,93;5,43;97,9600;0,0000
2010.02.16;2010.02.18;M6;D100825;HU0000517495;2010.08.25;5,75;0,00;6,00;5,50;97,0850;0,0000
2010.02.16;2010.02.18;M12;D110126;HU0000517735;2011.01.26;5,70;0,03;5,95;5,45;94,8650;0,0000
2010.02.16;2010.02.18;Y3;2013/E;HU0000402466;2013.10.24;6,90;-0,02;7,15;6,65;101,8400;2,4041
2010.02.16;2010.02.18;Y5;2015/A;HU0000402268;2015.02.12;7,28;-0,03;7,53;7,03;102,9150;0,1315
2010.02.16;2010.02.18;Y10;2019/A;HU0000402433;2019.06.24;7,74;-0,02;7,99;7,49;91,9450;4,2562
2010.02.16;2010.02.18;Y15;2023/A;HU0000402383;2023.11.24;7,66;-0,01;7,91;7,41;86,1700;1,4137
2010.02.17;2010.02.19;M3;D100630;HU0000517420;2010.06.30;5,68;0,00;5,93;5,43;97,9750;0,0000
2010.02.17;2010.02.19;M6;D100825;HU0000517495;2010.08.25;5,72;-0,03;5,97;5,47;97,1150;0,0000
2010.02.17;2010.02.19;M12;D110126;HU0000517735;2011.01.26;5,72;0,02;5,97;5,47;94,8650;0,0000
2010.02.17;2010.02.19;Y3;2013/E;HU0000402466;2013.10.24;6,88;-0,02;7,13;6,63;101,9150;2,4247
2010.02.17;2010.02.19;Y5;2015/A;HU0000402268;2015.02.12;7,25;-0,03;7,50;7,00;103,0250;0,1534
2010.02.17;2010.02.19;Y10;2019/A;HU0000402433;2019.06.24;7,66;-0,08;7,90;7,41;92,4650;4,2740
2010.02.17;2010.02.19;Y15;2023/A;HU0000402383;2023.11.24;7,60;-0,06;7,85;7,35;86,6200;1,4301
2010.02.18;2010.02.22;M3;D100630;HU0000517420;2010.06.30;5,63;-0,05;5,88;5,38;98,0350;0,0000
2010.02.18;2010.02.22;M6;D100825;HU0000517495;2010.08.25;5,75;0,03;6,00;5,50;97,1450;0,0000
2010.02.18;2010.02.22;M12;D110126;HU0000517735;2011.01.26;5,62;-0,10;5,87;5,37;94,9900;0,0000
2010.02.18;2010.02.22;Y3;2013/E;HU0000402466;2013.10.24;6,87;-0,01;7,12;6,62;101,9400;2,4863
2010.02.18;2010.02.22;Y5;2015/A;HU0000402268;2015.02.12;7,26;0,01;7,51;7,01;102,9850;0,2192
2010.02.18;2010.02.22;Y10;2019/A;HU0000402433;2019.06.24;7,65;-0,01;7,90;7,40;92,4550;4,3274
2010.02.18;2010.02.22;Y15;2023/A;HU0000402383;2023.11.24;7,59;-0,01;7,84;7,34;86,6900;1,4795
2010.02.19;2010.02.23;M3;D100630;HU0000517420;2010.06.30;5,65;0,02;5,90;5,40;98,0450;0,0000
2010.02.19;2010.02.23;M6;D100825;HU0000517495;2010.08.25;5,75;0,00;6,00;5,50;97,1600;0,0000
2010.02.19;2010.02.23;M12;D110126;HU0000517735;2011.01.26;5,68;0,06;5,93;5,43;94,9500;0,0000
2010.02.19;2010.02.23;Y3;2013/E;HU0000402466;2013.10.24;6,84;-0,03;7,09;6,59;102,0200;2,5068
2010.02.19;2010.02.23;Y5;2015/A;HU0000402268;2015.02.12;7,25;-0,01;7,49;7,00;103,0650;0,2411
2010.02.19;2010.02.23;Y10;2019/A;HU0000402433;2019.06.24;7,71;0,06;7,96;7,46;92,0950;4,3452
2010.02.19;2010.02.23;Y15;2023/A;HU0000402383;2023.11.24;7,66;0,07;7,91;7,41;86,1800;1,4959
2010.02.22;2010.02.24;M3;D100630;HU0000517420;2010.06.30;5,67;0,02;5,92;5,42;98,0550;0,0000
2010.02.22;2010.02.24;M6;D100825;HU0000517495;2010.08.25;5,75;0,00;6,00;5,50;97,1750;0,0000
2010.02.22;2010.02.24;M12;D110126;HU0000517735;2011.01.26;5,65;-0,03;5,90;5,40;94,9900;0,0000
2010.02.22;2010.02.24;Y3;2013/E;HU0000402466;2013.10.24;6,80;-0,04;7,05;6,55;102,1400;2,5274
2010.02.22;2010.02.24;Y5;2015/A;HU0000402268;2015.02.12;7,24;-0,01;7,48;6,99;103,1150;0,2630
2010.02.22;2010.02.24;Y10;2019/A;HU0000402433;2019.06.24;7,66;-0,05;7,90;7,42;92,4050;4,3630
2010.02.22;2010.02.24;Y15;2023/A;HU0000402383;2023.11.24;7,60;-0,06;7,85;7,35;86,6600;1,5123
2010.02.23;2010.02.25;M3;D100630;HU0000517420;2010.06.30;5,62;-0,05;5,87;5,37;98,0850;0,0000
2010.02.23;2010.02.25;M6;D100825;HU0000517495;2010.08.25;5,72;-0,03;5,97;5,47;97,2100;0,0000
2010.02.23;2010.02.25;M12;D110126;HU0000517735;2011.01.26;5,58;-0,07;5,83;5,33;95,0600;0,0000
2010.02.23;2010.02.25;Y3;2013/E;HU0000402466;2013.10.24;6,82;0,02;7,07;6,57;102,0800;2,5479
2010.02.23;2010.02.25;Y5;2015/A;HU0000402268;2015.02.12;7,18;-0,06;7,42;6,94;103,3200;0,2849
2010.02.23;2010.02.25;Y10;2019/A;HU0000402433;2019.06.24;7,64;-0,02;7,87;7,40;92,5750;4,3808
2010.02.23;2010.02.25;Y15;2023/A;HU0000402383;2023.11.24;7,58;-0,02;7,83;7,33;86,7700;1,5288
2010.02.24;2010.02.26;M3;D100630;HU0000517420;2010.06.30;5,62;0,00;5,87;5,37;98,1050;0,0000
2010.02.24;2010.02.26;M6;D100825;HU0000517495;2010.08.25;5,65;-0,07;5,90;5,40;97,2500;0,0000
2010.02.24;2010.02.26;M12;D110126;HU0000517735;2011.01.26;5,58;0,00;5,83;5,33;95,0800;0,0000
2010.02.24;2010.02.26;Y3;2013/E;HU0000402466;2013.10.24;6,77;-0,05;7,01;6,53;102,2400;2,5685
2010.02.24;2010.02.26;Y5;2015/A;HU0000402268;2015.02.12;7,13;-0,05;7,36;6,89;103,5450;0,3068
2010.02.24;2010.02.26;Y10;2019/A;HU0000402433;2019.06.24;7,63;-0,01;7,87;7,39;92,6200;4,3986
2010.02.24;2010.02.26;Y15;2023/A;HU0000402383;2023.11.24;7,60;0,02;7,84;7,35;86,6600;1,5452
2010.02.25;2010.03.01;M3;D100630;HU0000517420;2010.06.30;5,60;-0,02;5,85;5,35;98,1500;0,0000
2010.02.25;2010.03.01;M6;D100825;HU0000517495;2010.08.25;5,65;0,00;5,90;5,40;97,2950;0,0000
2010.02.25;2010.03.01;M12;D110126;HU0000517735;2011.01.26;5,58;0,00;5,83;5,33;95,1200;0,0000
2010.02.25;2010.03.01;Y3;2013/E;HU0000402466;2013.10.24;6,73;-0,04;6,97;6,48;102,3850;2,6301
2010.02.25;2010.03.01;Y5;2015/A;HU0000402268;2015.02.12;7,04;-0,09;7,28;6,80;103,9050;0,3726
2010.02.25;2010.03.01;Y10;2019/A;HU0000402433;2019.06.24;7,52;-0,11;7,75;7,28;93,3150;4,4521
2010.02.25;2010.03.01;Y15;2023/A;HU0000402383;2023.11.24;7,50;-0,10;7,75;7,25;87,3950;1,5945
2010.02.26;2010.03.02;M3;D100630;HU0000517420;2010.06.30;5,57;-0,03;5,82;5,32;98,1800;0,0000
2010.02.26;2010.03.02;M6;D100825;HU0000517495;2010.08.25;5,65;0,00;5,90;5,40;97,3150;0,0000
2010.02.26;2010.03.02;M12;D110126;HU0000517735;2011.01.26;5,57;-0,01;5,82;5,32;95,1450;0,0000
2010.02.26;2010.03.02;Y3;2013/E;HU0000402466;2013.10.24;6,71;-0,02;6,96;6,46;102,4200;2,6507
2010.02.26;2010.03.02;Y5;2015/A;HU0000402268;2015.02.12;7,02;-0,02;7,26;6,77;104,0050;0,3945
2010.02.26;2010.03.02;Y10;2019/A;HU0000402433;2019.06.24;7,51;-0,01;7,74;7,27;93,4000;4,4699
2010.02.26;2010.03.02;Y15;2023/A;HU0000402383;2023.11.24;7,49;-0,01;7,73;7,24;87,4950;1,6110
2010.03.01;2010.03.03;M3;D100630;HU0000517420;2010.06.30;5,60;0,03;5,85;5,35;98,1800;0,0000
2010.03.01;2010.03.03;M6;D100825;HU0000517495;2010.08.25;5,65;0,00;5,90;5,40;97,3250;0,0000
2010.03.01;2010.03.03;M12;D110126;HU0000517735;2011.01.26;5,58;0,01;5,83;5,33;95,1450;0,0000
2010.03.01;2010.03.03;Y3;2013/E;HU0000402466;2013.10.24;6,66;-0,05;6,91;6,41;102,5900;2,6712
2010.03.01;2010.03.03;Y5;2015/A;HU0000402268;2015.02.12;6,94;-0,08;7,19;6,69;104,3250;0,4164
2010.03.01;2010.03.03;Y10;2019/A;HU0000402433;2019.06.24;7,46;-0,05;7,70;7,21;93,7150;4,4877
2010.03.01;2010.03.03;Y15;2023/A;HU0000402383;2023.11.24;7,43;-0,06;7,68;7,18;87,9550;1,6274
2010.03.02;2010.03.04;M3;D100630;HU0000517420;2010.06.30;5,57;-0,03;5,82;5,32;98,2100;0,0000
2010.03.02;2010.03.04;M6;D100825;HU0000517495;2010.08.25;5,62;-0,03;5,87;5,37;97,3550;0,0000
2010.03.02;2010.03.04;M12;D110126;HU0000517735;2011.01.26;5,53;-0,05;5,78;5,28;95,2000;0,0000
2010.03.02;2010.03.04;Y3;2013/E;HU0000402466;2013.10.24;6,62;-0,04;6,87;6,37;102,7050;2,6918
2010.03.02;2010.03.04;Y5;2015/A;HU0000402268;2015.02.12;6,88;-0,06;7,13;6,63;104,5500;0,4384
2010.03.02;2010.03.04;Y10;2019/A;HU0000402433;2019.06.24;7,44;-0,02;7,68;7,20;93,8350;4,5055
2010.03.02;2010.03.04;Y15;2023/A;HU0000402383;2023.11.24;7,38;-0,05;7,63;7,13;88,3150;1,6438
2010.03.03;2010.03.05;M3;D100630;HU0000517420;2010.06.30;5,55;-0,02;5,80;5,30;98,2300;0,0000
2010.03.03;2010.03.05;M6;D100825;HU0000517495;2010.08.25;5,55;-0,07;5,80;5,30;97,4050;0,0000
2010.03.03;2010.03.05;M12;D110126;HU0000517735;2011.01.26;5,50;-0,03;5,75;5,25;95,2450;0,0000
2010.03.03;2010.03.05;Y3;2013/E;HU0000402466;2013.10.24;6,60;-0,02;6,85;6,35;102,7800;2,7123
2010.03.03;2010.03.05;Y5;2015/A;HU0000402268;2015.02.12;6,76;-0,12;7,01;6,51;105,0450;0,4603
2010.03.03;2010.03.05;Y10;2019/A;HU0000402433;2019.06.24;7,38;-0,06;7,63;7,13;94,1800;4,5233
2010.03.03;2010.03.05;Y15;2023/A;HU0000402383;2023.11.24;7,35;-0,03;7,60;7,10;88,5200;1,6603
2010.03.04;2010.03.08;M3;D100630;HU0000517420;2010.06.30;5,55;0,00;5,80;5,30;98,2750;0,0000
2010.03.04;2010.03.08;M6;D100825;HU0000517495;2010.08.25;5,55;0,00;5,80;5,30;97,4450;0,0000
2010.03.04;2010.03.08;M12;D110126;HU0000517735;2011.01.26;5,52;0,02;5,77;5,27;95,2700;0,0000
2010.03.04;2010.03.08;Y3;2013/E;HU0000402466;2013.10.24;6,58;-0,02;6,83;6,33;102,8300;2,7740
2010.03.04;2010.03.08;Y5;2015/A;HU0000402268;2015.02.12;6,80;0,04;7,05;6,55;104,8850;0,5260
2010.03.04;2010.03.08;Y10;2019/A;HU0000402433;2019.06.24;7,41;0,03;7,65;7,16;94,0550;4,5767
2010.03.04;2010.03.08;Y15;2023/A;HU0000402383;2023.11.24;7,38;0,03;7,62;7,13;88,3800;1,7096
2010.03.05;2010.03.09;M3;D100630;HU0000517420;2010.06.30;5,57;0,02;5,82;5,32;98,2850;0,0000
2010.03.05;2010.03.09;M6;D100825;HU0000517495;2010.08.25;5,57;0,02;5,82;5,32;97,4500;0,0000
2010.03.05;2010.03.09;M12;D110126;HU0000517735;2011.01.26;5,50;-0,02;5,75;5,25;95,2950;0,0000
2010.03.05;2010.03.09;Y3;2013/E;HU0000402466;2013.10.24;6,51;-0,07;6,76;6,26;103,0450;2,7945
2010.03.05;2010.03.09;Y5;2015/A;HU0000402268;2015.02.12;6,73;-0,07;6,97;6,48;105,2050;0,5479
2010.03.05;2010.03.09;Y10;2019/A;HU0000402433;2019.06.24;7,33;-0,08;7,58;7,08;94,5050;4,5945
2010.03.05;2010.03.09;Y15;2023/A;HU0000402383;2023.11.24;7,32;-0,06;7,57;7,07;88,8150;1,7260
2010.03.08;2010.03.10;M3;D100630;HU0000517420;2010.06.30;5,55;-0,02;5,80;5,30;98,3050;0,0000
2010.03.08;2010.03.10;M6;D100825;HU0000517495;2010.08.25;5,55;-0,02;5,80;5,30;97,4750;0,0000
2010.03.08;2010.03.10;M12;D110126;HU0000517735;2011.01.26;5,48;-0,02;5,73;5,23;95,3250;0,0000
2010.03.08;2010.03.10;Y3;2013/E;HU0000402466;2013.10.24;6,50;-0,01;6,75;6,25;103,0750;2,8151
2010.03.08;2010.03.10;Y5;2015/A;HU0000402268;2015.02.12;6,71;-0,02;6,96;6,46;105,2400;0,5699
2010.03.08;2010.03.10;Y10;2019/A;HU0000402433;2019.06.24;7,34;0,01;7,59;7,09;94,4750;4,6123
2010.03.08;2010.03.10;Y15;2023/A;HU0000402383;2023.11.24;7,30;-0,02;7,55;7,05;88,9200;1,7425
2010.03.09;2010.03.11;M3;D100630;HU0000517420;2010.06.30;5,55;0,00;5,80;5,30;98,3150;0,0000
2010.03.09;2010.03.11;M6;D100825;HU0000517495;2010.08.25;5,55;0,00;5,80;5,30;97,4900;0,0000
2010.03.09;2010.03.11;M12;D110126;HU0000517735;2011.01.26;5,45;-0,03;5,70;5,20;95,3650;0,0000
2010.03.09;2010.03.11;Y3;2013/E;HU0000402466;2013.10.24;6,47;-0,03;6,72;6,22;103,1750;2,8356
2010.03.09;2010.03.11;Y5;2015/A;HU0000402268;2015.02.12;6,68;-0,03;6,93;6,43;105,3700;0,5918
2010.03.09;2010.03.11;Y10;2019/A;HU0000402433;2019.06.24;7,31;-0,03;7,55;7,06;94,6950;4,6301
2010.03.09;2010.03.11;Y15;2023/A;HU0000402383;2023.11.24;7,27;-0,03;7,52;7,02;89,2100;1,7589
2010.03.10;2010.03.12;M3;D100630;HU0000517420;2010.06.30;5,55;0,00;5,80;5,30;98,3350;0,0000
2010.03.10;2010.03.12;M6;D100825;HU0000517495;2010.08.25;5,55;0,00;5,80;5,30;97,5050;0,0000
2010.03.10;2010.03.12;M12;D110126;HU0000517735;2011.01.26;5,45;0,00;5,70;5,20;95,3800;0,0000
2010.03.10;2010.03.12;Y3;2013/E;HU0000402466;2013.10.24;6,46;-0,01;6,71;6,21;103,2050;2,8562
2010.03.10;2010.03.12;Y5;2015/A;HU0000402268;2015.02.12;6,70;0,02;6,95;6,45;105,3150;0,6137
2010.03.10;2010.03.12;Y10;2019/A;HU0000402433;2019.06.24;7,28;-0,03;7,53;7,03;94,8550;4,6479
2010.03.10;2010.03.12;Y15;2023/A;HU0000402383;2023.11.24;7,25;-0,02;7,50;7,00;89,3850;1,7753
2010.03.11;2010.03.16;M3;D100630;HU0000517420;2010.06.30;5,53;-0,02;5,78;5,28;98,4000;0,0000
2010.03.11;2010.03.16;M6;D100825;HU0000517495;2010.08.25;5,48;-0,07;5,73;5,23;97,5900;0,0000
2010.03.11;2010.03.16;M12;D110126;HU0000517735;2011.01.26;5,47;0,02;5,72;5,22;95,4200;0,0000
2010.03.11;2010.03.16;Y3;2013/E;HU0000402466;2013.10.24;6,39;-0,07;6,64;6,14;103,4400;2,9384
2010.03.11;2010.03.16;Y5;2015/A;HU0000402268;2015.02.12;6,63;-0,07;6,88;6,38;105,5700;0,7014
2010.03.11;2010.03.16;Y10;2019/A;HU0000402433;2019.06.24;7,26;-0,02;7,51;7,01;94,9750;4,7192
2010.03.11;2010.03.16;Y15;2023/A;HU0000402383;2023.11.24;7,23;-0,02;7,48;6,98;89,5350;1,8411
2010.03.12;2010.03.17;M3;D100630;HU0000517420;2010.06.30;5,48;-0,05;5,73;5,23;98,4300;0,0000
2010.03.12;2010.03.17;M6;D100825;HU0000517495;2010.08.25;5,45;-0,03;5,70;5,20;97,6200;0,0000
2010.03.12;2010.03.17;M12;D110126;HU0000517735;2011.01.26;5,38;-0,09;5,63;5,13;95,5000;0,0000
2010.03.12;2010.03.17;Y3;2013/E;HU0000402466;2013.10.24;6,29;-0,10;6,51;6,06;103,7650;2,9589
2010.03.12;2010.03.17;Y5;2015/A;HU0000402268;2015.02.12;6,53;-0,10;6,77;6,29;106,0050;0,7233
2010.03.12;2010.03.17;Y10;2019/A;HU0000402433;2019.06.24;7,22;-0,04;7,46;6,98;95,2100;4,7370
2010.03.12;2010.03.17;Y15;2023/A;HU0000402383;2023.11.24;7,16;-0,07;7,40;6,91;90,0800;1,8575
2010.03.16;2010.03.18;M3;D100630;HU0000517420;2010.06.30;5,33;-0,15;5,58;5,08;98,4800;0,0000
2010.03.16;2010.03.18;M6;D100825;HU0000517495;2010.08.25;5,38;-0,07;5,63;5,13;97,6650;0,0000
2010.03.16;2010.03.18;M12;D110126;HU0000517735;2011.01.26;5,30;-0,08;5,55;5,05;95,5800;0,0000
2010.03.16;2010.03.18;Y3;2013/E;HU0000402466;2013.10.24;6,20;-0,09;6,45;5,95;104,0400;2,9795
2010.03.16;2010.03.18;Y5;2015/A;HU0000402268;2015.02.12;6,44;-0,09;6,69;6,19;106,3750;0,7452
2010.03.16;2010.03.18;Y10;2019/A;HU0000402433;2019.06.24;7,22;0,00;7,47;6,97;95,2100;4,7548
2010.03.16;2010.03.18;Y15;2023/A;HU0000402383;2023.11.24;7,12;-0,04;7,36;6,87;90,4450;1,8740
2010.03.17;2010.03.19;M3;D100630;HU0000517420;2010.06.30;5,25;-0,08;5,50;5,00;98,5200;0,0000
2010.03.17;2010.03.19;M6;D100825;HU0000517495;2010.08.25;5,35;-0,03;5,60;5,10;97,6950;0,0000
2010.03.17;2010.03.19;M12;D110126;HU0000517735;2011.01.26;5,23;-0,07;5,48;4,98;95,6500;0,0000
2010.03.17;2010.03.19;Y3;2013/E;HU0000402466;2013.10.24;6,14;-0,06;6,39;5,89;104,2250;3,0000
2010.03.17;2010.03.19;Y5;2015/A;HU0000402268;2015.02.12;6,41;-0,03;6,66;6,16;106,5050;0,7671
2010.03.17;2010.03.19;Y10;2019/A;HU0000402433;2019.06.24;7,15;-0,07;7,40;6,90;95,7050;4,7726
2010.03.17;2010.03.19;Y15;2023/A;HU0000402383;2023.11.24;7,07;-0,05;7,32;6,82;90,7750;1,8904
2010.03.18;2010.03.22;M3;D100630;HU0000517420;2010.06.30;5,22;-0,03;5,47;4,97;98,5700;0,0000
2010.03.18;2010.03.22;M6;D100825;HU0000517495;2010.08.25;5,28;-0,07;5,53;5,03;97,7650;0,0000
2010.03.18;2010.03.22;M12;D110126;HU0000517735;2011.01.26;5,20;-0,03;5,45;4,95;95,7150;0,0000
2010.03.18;2010.03.22;Y3;2013/E;HU0000402466;2013.10.24;6,08;-0,06;6,32;5,83;104,4350;3,0616
2010.03.18;2010.03.22;Y5;2015/A;HU0000402268;2015.02.12;6,33;-0,08;6,58;6,08;106,8250;0,8329
2010.03.18;2010.03.22;Y10;2019/A;HU0000402433;2019.06.24;7,05;-0,10;7,30;6,80;96,3000;4,8260
2010.03.18;2010.03.22;Y15;2023/A;HU0000402383;2023.11.24;7,04;-0,03;7,29;6,79;91,0700;1,9397
2010.03.19;2010.03.23;M3;D100630;HU0000517420;2010.06.30;5,22;0,00;5,47;4,97;98,5850;0,0000
2010.03.19;2010.03.23;M6;D100825;HU0000517495;2010.08.25;5,25;-0,03;5,50;5,00;97,7900;0,0000
2010.03.19;2010.03.23;M12;D110126;HU0000517735;2011.01.26;5,13;-0,07;5,38;4,88;95,7800;0,0000
2010.03.19;2010.03.23;Y3;2013/E;HU0000402466;2013.10.24;6,05;-0,03;6,30;5,80;104,5100;3,0822
2010.03.19;2010.03.23;Y5;2015/A;HU0000402268;2015.02.12;6,34;0,01;6,59;6,09;106,8000;0,8548
2010.03.19;2010.03.23;Y10;2019/A;HU0000402433;2019.06.24;7,06;0,01;7,31;6,81;96,2400;4,8438
2010.03.19;2010.03.23;Y15;2023/A;HU0000402383;2023.11.24;7,03;-0,01;7,28;6,78;91,1050;1,9562
2010.03.22;2010.03.24;M3;D100630;HU0000517420;2010.06.30;5,30;0,08;5,45;5,15;98,5800;0,0000
2010.03.22;2010.03.24;M6;D100825;HU0000517495;2010.08.25;5,25;0,00;5,40;5,10;97,8000;0,0000
2010.03.22;2010.03.24;M12;D110126;HU0000517735;2011.01.26;5,25;0,12;5,40;5,10;95,7000;0,0000
2010.03.22;2010.03.24;Y3;2013/E;HU0000402466;2013.10.24;6,14;0,09;6,29;5,99;104,2100;3,1027
2010.03.22;2010.03.24;Y5;2015/A;HU0000402268;2015.02.12;6,40;0,06;6,55;6,25;106,5100;0,8767
2010.03.22;2010.03.24;Y10;2019/A;HU0000402433;2019.06.24;7,18;0,12;7,33;7,03;95,5100;4,8616
2010.03.22;2010.03.24;Y15;2023/A;HU0000402383;2023.11.24;7,16;0,13;7,31;7,01;90,0450;1,9726
2010.03.23;2010.03.25;M3;D100630;HU0000517420;2010.06.30;5,30;0,00;5,45;5,15;98,5900;0,0000
2010.03.23;2010.03.25;M6;D100825;HU0000517495;2010.08.25;5,25;0,00;5,40;5,10;97,8200;0,0000
2010.03.23;2010.03.25;M12;D110126;HU0000517735;2011.01.26;5,25;0,00;5,40;5,10;95,7150;0,0000
2010.03.23;2010.03.25;Y3;2013/E;HU0000402466;2013.10.24;6,10;-0,04;6,25;5,95;104,3550;3,1233
2010.03.23;2010.03.25;Y5;2015/A;HU0000402268;2015.02.12;6,35;-0,05;6,50;6,20;106,7300;0,8986
2010.03.23;2010.03.25;Y10;2019/A;HU0000402433;2019.06.24;7,06;-0,12;7,21;6,91;96,2300;4,8795
2010.03.23;2010.03.25;Y15;2023/A;HU0000402383;2023.11.24;7,02;-0,14;7,17;6,87;91,1650;1,9890
2010.03.24;2010.03.26;M3;D100630;HU0000517420;2010.06.30;5,22;-0,08;5,37;5,07;98,6300;0,0000
2010.03.24;2010.03.26;M6;D101020;HU0000517669;2010.10.20;5,20;-0,05;5,35;5,05;97,0800;0,0000
2010.03.24;2010.03.26;M12;D110126;HU0000517735;2011.01.26;5,18;-0,07;5,33;5,03;95,7800;0,0000
2010.03.24;2010.03.26;Y3;2013/E;HU0000402466;2013.10.24;5,99;-0,11;6,14;5,84;104,6750;3,1438
2010.03.24;2010.03.26;Y5;2015/A;HU0000402268;2015.02.12;6,27;-0,08;6,42;6,12;107,0550;0,9205
2010.03.24;2010.03.26;Y10;2019/A;HU0000402433;2019.06.24;6,96;-0,10;7,11;6,81;96,9100;4,8973
2010.03.24;2010.03.26;Y15;2023/A;HU0000402383;2023.11.24;6,95;-0,07;7,10;6,80;91,7950;2,0055
2010.03.25;2010.03.29;M3;D100630;HU0000517420;2010.06.30;5,17;-0,05;5,32;5,02;98,6850;0,0000
2010.03.25;2010.03.29;M6;D101020;HU0000517669;2010.10.20;5,18;-0,02;5,33;5,03;97,1300;0,0000
2010.03.25;2010.03.29;M12;D110126;HU0000517735;2011.01.26;5,17;-0,01;5,32;5,02;95,8350;0,0000
2010.03.25;2010.03.29;Y3;2013/E;HU0000402466;2013.10.24;5,99;0,00;6,13;5,84;104,6900;3,2055
2010.03.25;2010.03.29;Y5;2015/A;HU0000402268;2015.02.12;6,25;-0,02;6,40;6,10;107,1650;0,9863
2010.03.25;2010.03.29;Y10;2019/A;HU0000402433;2019.06.24;6,90;-0,06;7,05;6,75;97,2700;4,9507
2010.03.25;2010.03.29;Y15;2023/A;HU0000402383;2023.11.24;6,89;-0,06;7,04;6,74;92,2400;2,0548
2010.03.26;2010.03.30;M3;D100630;HU0000517420;2010.06.30;5,15;-0,02;5,30;5,00;98,7000;0,0000
2010.03.26;2010.03.30;M6;D101020;HU0000517669;2010.10.20;5,15;-0,03;5,30;5,00;97,1600;0,0000
2010.03.26;2010.03.30;M12;D110126;HU0000517735;2011.01.26;5,15;-0,02;5,30;5,00;95,8550;0,0000
2010.03.26;2010.03.30;Y3;2013/E;HU0000402466;2013.10.24;5,97;-0,02;6,12;5,82;104,7350;3,2260
