Date;HUFONIA;Turnover (mio HUF)
dátum;HUFONIA;forgalom (m Ft)
2005.10.26;5,77;150075
2005.10.27;5,25;109905
2005.10.28;5,08;124500
2005.11.02;6,02;91345
2005.11.03;5,97;69035
2005.11.04;5,76;7605
2005.11.05;5,79;2320
2005.11.07;5,79;50386
2005.11.08;5,84;66381
2005.11.09;6,06;116471
2005.11.10;6,02;88786
2005.11.11;5,97;77467
2005.11.14;5,98;134922
2005.11.15;5,99;110095
2005.11.16;5,8;140860
2005.11.17;5,71;120015
2005.11.18;5,49;123275
2005.11.21;5,32;93455
2005.11.22;5,69;99995
2005.11.23;5,33;35060
2005.11.24;5,1;18400
2005.11.25;5,06;37770
2005.11.28;5,1;95540
2005.11.29;5,07;81230
2005.11.30;5,08;60815
2005.12.01;5,93;65790
2005.12.02;5,72;108040
2005.12.05;5,54;80150
2005.12.06;5,42;98445
2005.12.07;5,55;110965
2005.12.08;5,69;98328
2005.12.09;5,85;140450
2005.12.12;5,91;72280
2005.12.13;5,95;104785
2005.12.14;5,45;113855
2005.12.15;5,23;95900
2005.12.16;5,09;104270
2005.12.19;5,09;126371
2005.12.20;5,17;53746
2005.12.21;5,13;151531
2005.12.22;5,09;101050
2005.12.23;5,1;70450
2005.12.27;5,09;115370
2005.12.28;5,43;168070
2005.12.29;5,07;73250
2005.12.30;5,12;45577
2004.01.05;12,83175126;152353
2004.01.06;12,79115301;98169
2004.01.07;12,50010473;85454
2004.01.08;12,50843289;76842
2004.01.09;12,6271639;5430
2004.01.10;12,66849315;2190
2004.01.12;12,74422007;80321
2004.01.13;12,70379995;112965
2004.01.14;12,36792924;80444
2004.01.15;12,14147691;54235
2004.01.16;11,92741745;33920
2004.01.19;11,96320729;73361
2004.01.20;12,25062832;130188
2004.01.21;12,29208083;97889
2004.01.22;12,05178937;92714
2004.01.23;11,78680051;125823
2004.01.26;11,7656742;108921
2004.01.27;11,77643142;101385
2004.01.28;11,83224705;124430
2004.01.29;11,66874928;60709
2004.01.30;11,6831314;70237
2004.02.02;12,39375628;72689
2004.02.03;12,44093111;56363
2004.02.04;12,3972443;48445
2004.02.05;12,42420598;70685
2004.02.06;12,33923466;106671
2004.02.09;12,37355653;88831
2004.02.10;12,33098474;65997
2004.02.11;12,13069497;90536
2004.02.12;11,76441931;90625
2004.02.13;11,66457795;89018
2004.02.16;11,8139881;61320
2004.02.17;12,02217178;107046
2004.02.18;12,17688552;89100
2004.02.19;12,11597592;96755
2004.02.20;12,13058609;149277
2004.02.23;12,55969703;80205
2004.02.24;12,72600101;89035
2004.02.25;13,32707344;88633
2004.02.26;13,0030743;134502
2004.02.27;11,72751016;108260
2004.03.01;12,48964348;109559
2004.03.02;12,45478603;96604
2004.03.03;12,41426452;102138
2004.03.04;12,43561299;75450
2004.03.05;12,49594368;86507
2004.03.08;12,50459174;131301
2004.03.09;12,661791;136460
2004.03.10;12,87755183;93384
2004.03.11;12,65975814;98154
2004.03.12;12,21911664;116600
2004.03.16;12,15205128;125751
2004.03.17;12,42405376;155668
2004.03.18;12,42593277;136690
2004.03.19;12,50583207;100659
2004.03.22;12,53991378;90926
2004.03.23;12,37366021;110185
2004.03.24;12,68230475;118351
2004.03.25;13,03880575;88541
2004.03.26;13,16050904;108911
2004.03.29;13,14598709;184467
2004.03.30;13,1759756;109984
2004.03.31;13,21441784;156015
2004.04.01;12,25492365;92665
2004.04.02;12,17508292;131155
2004.04.05;12,17860585;174501
2004.04.06;12,02073086;169882
2004.04.07;12,62332084;146427
2004.04.08;12,66318767;116681
2004.04.09;12,68699872;109893
2004.04.13;12,19663715;106160
2004.04.14;12,10309407;144373
2004.04.15;12,17263465;105851
2004.04.16;12,25540939;106805
2004.04.19;12,30391131;108736
2004.04.20;12,27657767;111018
2004.04.21;12,78759945;108979
2004.04.22;13,08451753;70709
2004.04.23;13,0601236;72489
2004.04.26;13,06405126;102763
2004.04.27;13,01071153;102371
2004.04.28;13,16276378;87337
2004.04.29;13,02077753;76910
2004.04.30;12,93882705;83550
2004.05.03;12,11055642;143344
2004.05.04;11,59613038;155674
2004.05.05;12,0831849;179089
2004.05.06;12,26130395;112704
2004.05.07;12,33867215;166254
2004.05.10;12,23195889;173986
2004.05.11;11,97672164;138139
2004.05.12;11,49659718;131435
2004.05.13;11,39761649;146842
2004.05.14;11,42204071;132743
2004.05.17;11,45618746;138401
2004.05.18;11,45766973;94697
2004.05.19;11,4399804;115833
2004.05.20;11,12734671;100939
2004.05.21;10,77583079;111340
2004.05.24;10,80943971;138839
2004.05.25;11,04892767;136619
2004.05.26;11,20687446;134265
2004.05.27;10,7471012;117290
2004.05.28;10,71972251;123752
2004.06.01;11,52144801;146960
2004.06.02;11,70439804;167529
2004.06.03;11,85958645;149993
2004.06.04;12,1260514;161784
2004.06.07;11,7644835;177685
2004.06.08;11,5402328;154466
2004.06.09;11,54119924;167639
2004.06.10;11,40961907;101855
2004.06.11;11,36722203;113439
2004.06.14;11,23082379;111461
2004.06.15;11,32509721;84870
2004.06.16;11,50439967;90575
2004.06.17;11,48472665;105085
2004.06.18;11,40605843;134251
2004.06.21;11,38477557;132780
2004.06.22;11,23767922;82231
2004.06.23;10,90149561;92872
2004.06.24;10,71256892;127322
2004.06.25;10,62247052;76231
2004.06.28;10,62399459;103440
2004.06.29;10,61274176;96996
2004.06.30;10,6515096;99695
2004.07.01;11,48673508;131550
2004.07.02;11,42750802;71670
2004.07.05;11,40882003;71485
2004.07.06;11,36856615;62210
2004.07.07;11,39549137;76520
2004.07.08;11,3607532;100026
2004.07.09;11,28977582;106610
2004.07.12;11,36365759;150301
2004.07.13;11,36588011;92068
2004.07.14;11,37021557;52002
2004.07.15;11,42713975;78105
2004.07.16;11,29541103;96100
2004.07.19;11,2759497;95425
2004.07.20;11,27278635;82330
2004.07.21;11,54294542;111665
2004.07.22;12,28239087;77545
2004.07.23;12,45746226;78495
2004.07.26;12,44396842;98150
2004.07.27;12,42992605;68970
2004.07.28;12,43994942;92930
2004.07.29;12,41248404;70490
2004.07.30;12,42673128;87190
2004.08.02;11,55252247;121072
2004.08.03;11,48163717;124300
2004.08.04;11,42023834;71955
2004.08.05;11,37000601;104876
2004.08.06;11,33392077;116750
2004.08.09;11,1865651;126752
2004.08.10;11,11444386;108129
2004.08.11;11,60216165;123054
2004.08.12;11,7739688;122430
2004.08.13;11,62274456;78344
2004.08.16;11,66895945;101783
2004.08.17;11,2407124;109124
2004.08.18;11,02021348;148255
2004.08.19;11,08785221;102035
2004.08.23;11,18308209;133335
2004.08.24;11,18908843;127406
2004.08.25;10,98162596;85316
2004.08.26;10,9773118;105059
2004.08.27;10,63968509;119274
2004.08.30;10,18155058;131641
2004.08.31;10,17213203;102006
2004.09.01;10,96403989;122939
2004.09.02;10,92503955;73949
2004.09.03;10,8230161;104844
2004.09.06;10,76245732;100756
2004.09.07;10,66724445;110537
2004.09.08;10,7865225;116598
2004.09.09;10,75053844;133720
2004.09.10;10,74026783;99803
2004.09.13;10,8084822;82290
2004.09.14;10,8739837;84178
2004.09.15;10,97734367;145765
2004.09.16;10,84137596;113375
2004.09.17;10,76489766;159035
2004.09.20;10,85144383;89865
2004.09.21;10,97961424;102915
2004.09.22;11,39732123;110965
2004.09.23;11,98857337;73425
2004.09.24;11,92546939;108385
2004.09.27;11,96197092;92495
2004.09.28;11,93467589;115700
2004.09.29;11,92108883;116033
2004.09.30;11,94346383;142989
2004.10.01;11,16281289;138029
2004.10.04;11,05815255;120956
2004.10.05;11,05262127;123795
2004.10.06;11,38932333;119630
2004.10.07;11,37962568;57651
2004.10.08;11,3628391;83125
2004.10.11;11,20458592;94365
2004.10.12;11,00699205;138300
2004.10.13;11,9115059;85278
2004.10.14;12,01595937;88954
2004.10.15;11,96524781;85750
2004.10.18;11,85021076;102010
2004.10.19;11,50761951;131872
2004.10.20;11,45673596;119545
2004.10.21;11,54687827;66982
2004.10.22;11,55710949;110261
2004.10.25;11,55175537;80040
2004.10.26;11,30491829;64555
2004.10.27;10,72624846;130301
2004.10.28;10,03365358;198805
2004.10.29;9,979867338;109300
2004.11.02;10,48731773;91963
2004.11.03;10,45517207;100685
2004.11.04;10,36117143;98085
2004.11.05;10,36165476;84000
2004.11.08;10,32135438;72210
2004.11.09;10,3235682;91755
2004.11.10;10,33748422;102950
2004.11.11;10,41217662;94895
2004.11.12;10,33894655;48175
2004.11.15;10,27630093;77925
2004.11.16;10,19048416;110500
2004.11.17;10,56983103;145000
2004.11.18;10,79483336;138920
2004.11.19;10,80012217;114590
2004.11.22;10,75709594;108090
2004.11.23;10,93554539;144210
2004.11.24;10,6005373;143867
2004.11.25;9,77498807;157165
2004.11.26;9,145198015;88276
2004.11.29;9,132530265;116636
2004.11.30;9,269136968;158928
2004.12.01;10,1141237;127410
2004.12.02;9,694714132;92700
2004.12.03;9,435586382;110295
2004.12.06;9,276159192;125195
2004.12.07;9,411923542;106751
2004.12.08;9,390538622;81727
2004.12.09;9,216902827;76925
2004.12.10;9,193021656;123525
2004.12.13;9,290311523;88244
2004.12.14;9,548084012;96843
2004.12.15;10,13874483;109563
2004.12.16;10,46885074;131215
2004.12.17;10,45070968;3875
2004.12.18;10,6161859;9984
2004.12.20;10,74891832;177040
2004.12.21;10,47283531;140193
2004.12.22;10,25653412;205460
2004.12.23;10,0028356;160460
2004.12.27;10,20048105;230851
2004.12.28;9,953778108;208570
2003.01.02;8,476047757;61059
2003.01.03;8,092249591;62358
2003.01.06;7,947227115;70396
2003.01.07;7,83109365;48489
2003.01.08;7,945515588;31275
2003.01.09;8,057052783;64074
2003.01.10;8,224354208;78276
2003.01.13;8,105712245;93816
2003.01.14;8,675381862;90805
2003.01.15;9,082497437;127767
2003.01.16;7,479111396;53072
2003.01.17;4,658691766;28527
2003.01.20;3,742150199;17803
2003.01.21;3,129383375;38954
2003.01.22;3,047148698;4647
2003.01.23;3,438507779;1414
2003.01.24;3,454673998;1273
2003.01.27;3,564506298;4922
2003.01.28;3,575529865;5190
2003.01.29;3,532656325;6253
2003.01.30;3,50087007;8620
2003.01.31;3,507486631;11220
2003.02.03;3,503092784;7469
2003.02.04;3,544356955;4572
2003.02.05;3,492540209;12373
2003.02.06;3,533333333;2475
2003.02.07;3,555026861;6515
2003.02.10;3,566517385;24562
2003.02.11;3,569432914;14213
2003.02.12;3,572015204;16048
2003.02.13;3,557036742;20059
2003.02.14;3,561831998;12107
2003.02.17;3,563122172;10608
2003.02.18;3,583721575;3606
2003.02.19;3,550259097;26631
2003.02.20;3,569571957;41935
2003.02.21;3,57381549;17159
2003.02.24;4,22778133;15640
2003.02.25;5,758086282;23342
2003.02.26;5,55181241;48830
2003.02.27;5,513047719;34347
2003.02.28;5,525288704;27710
2003.03.03;5,678589545;46524
2003.03.04;5,679840345;70527
2003.03.05;5,995847751;58667
2003.03.06;6,224520303;65927
2003.03.07;6,572801396;76776
2003.03.10;6,612359491;65654
2003.03.11;6,534423602;57096
2003.03.12;6,285769103;87303
2003.03.13;5,986222293;62710
2003.03.14;6,217198456;76158
2003.03.17;6,383984666;92605
2003.03.18;6,49762516;66994
2003.03.19;6,342764778;73080
2003.03.20;6,417943051;96157
2003.03.21;6,366145487;54108
2003.03.24;6,35565017;76157
2003.03.25;6,271683677;70839
2003.03.26;6,233475718;69764
2003.03.27;5,798577038;70803
2003.03.28;5,637938696;59409
2003.03.31;5,624397717;90738
2003.04.01;6,440079892;51945
2003.04.02;6,591418001;98794
2003.04.03;6,851473325;58032
2003.04.04;7,129631465;67592
2003.04.07;7,248363155;59688
2003.04.08;6,804042909;58683
2003.04.09;6,65961755;90574
2003.04.10;6,844533302;59021
2003.04.11;6,958823007;61878
2003.04.14;6,646129125;86815
2003.04.15;6,534550746;68725
2003.04.16;6,325371294;77028
2003.04.17;6,045841208;46035
2003.04.18;5,668345457;54166
2003.04.22;5,807277617;58570
2003.04.23;6,227162854;85801
2003.04.24;6,746605165;80431
2003.04.25;7,3336913;5494
2003.04.26;7,280348413;12887
2003.04.28;7,35991171;110092
2003.04.29;7,49932651;37714
2003.04.30;7,458169636;85371
2003.05.05;6,555256022;95519
2003.05.06;6,404954758;59569
2003.05.07;6,534563104;69227
2003.05.08;6,578579992;37535
2003.05.09;6,628531852;65334
2003.05.12;6,461601863;59693
2003.05.13;6,395286327;58744
2003.05.14;6,481781828;103652
2003.05.15;6,456091307;83258
2003.05.16;6,408367527;70433
2003.05.19;6,439861176;64470
2003.05.20;6,363560899;56980
2003.05.21;6,308585573;91811
2003.05.22;6,397865063;93258
2003.05.23;6,437179903;70955
2003.05.26;6,436649859;83295
2003.05.27;6,740329623;82913
2003.05.28;7,420200288;124471
2003.05.29;7,449209782;54099
2003.05.30;7,508355068;60197
2003.06.02;7,382524078;97600
2003.06.03;7,363401625;94399
2003.06.04;6,416627015;104240
2003.06.05;6,507666371;84525
2003.06.06;6,466469367;72732
2003.06.10;6,622728433;70524
2003.06.11;6,697229551;90960
2003.06.12;6,571066826;60066
2003.06.13;6,563819278;78651
2003.06.16;6,61924377;58871
2003.06.17;6,723899256;109426
2003.06.18;6,6207353;23759
2003.06.19;7,535031477;33517
2003.06.20;8,63503913;57373
2003.06.23;8,67290251;72110
2003.06.24;8,866456056;77473
2003.06.25;9,620856516;115386
2003.06.26;9,847853714;123539
2003.06.27;8,940795692;72792
2003.06.30;8,619975434;111537
2003.07.01;9,549175043;127643
2003.07.02;9,428761304;109809
2003.07.03;9,447480722;49538
2003.07.04;9,399944959;58138
2003.07.07;9,397995173;67537
2003.07.08;9,303351096;51983
2003.07.09;8,954066762;51257
2003.07.10;8,702466263;32235
2003.07.11;8,599435377;21076
2003.07.14;8,614076677;39125
2003.07.15;8,704408057;40857
2003.07.16;9,447036771;135241
2003.07.17;9,46387659;63463
2003.07.18;9,543954833;87144
2003.07.21;9,794792543;78426
2003.07.22;10,06438291;115898
2003.07.23;10,09378017;93443
2003.07.24;10,11976427;98840
2003.07.25;10,17428055;140003
2003.07.28;9,502902676;102750
2003.07.29;8,696241712;127292
2003.07.30;8,690364409;85179
2003.07.31;8,653324872;69732
2003.08.01;9,271748747;80023
2003.08.04;9,230642708;42741
2003.08.05;9,13755503;78594
2003.08.06;9,148259326;53801
2003.08.07;9,016947994;76779
2003.08.08;8,623276162;69032
2003.08.11;8,668468436;68923
2003.08.12;8,683551173;84772
2003.08.13;9,04016806;87231
2003.08.14;9,298323525;89891
2003.08.15;9,765369864;107418
2003.08.18;9,875996754;112139
2003.08.19;9,924874397;148285
2003.08.21;10,24961326;113125
2003.08.22;10,48271619;118773
2003.08.25;10,50027777;90901
2003.08.26;10,43642279;95675
2003.08.27;9,720716753;92068
2003.08.28;10,42752024;78177
2003.08.29;10,50209674;54370
2003.09.01;9,595176786;66719
2003.09.02;9,555796927;62145
2003.09.03;9,640308337;86399
2003.09.04;9,622197522;76022
2003.09.05;9,591904539;96165
2003.09.08;9,465567599;96688
2003.09.09;9,530753182;94904
2003.09.10;9,491951632;83899
2003.09.11;9,526854162;70153
2003.09.12;9,51434008;57810
2003.09.15;9,505079292;71949
2003.09.16;9,47880031;81296
2003.09.17;9,569920125;120564
2003.09.18;9,714924826;92718
2003.09.19;9,884654222;75265
2003.09.22;10,0348741;117193
2003.09.23;10,32037779;108049
2003.09.24;9,267857108;103869
2003.09.25;8,690839824;118120
2003.09.26;8,733854088;119442
2003.09.29;8,654763842;71287
2003.09.30;8,639949483;90861
2003.10.01;9,451660889;88266
2003.10.02;9,409012021;74040
2003.10.03;9,261566265;72625
2003.10.06;9,179205388;57462
2003.10.07;9,208289958;67051
2003.10.08;9,362890538;49451
2003.10.09;9,399117737;82175
2003.10.10;9,38971233;46755
2003.10.13;9,42556861;57113
2003.10.14;9,510778212;91903
2003.10.15;9,942400933;98999
2003.10.16;10,43088854;87874
2003.10.17;10,32208302;5348
2003.10.18;10,40158103;11385
2003.10.20;10,4400869;100120
2003.10.21;10,48419087;87576
2003.10.22;10,49096555;81715
2003.10.27;10,55754039;91673
2003.10.28;10,48135028;56714
2003.10.29;10,32399669;83474
2003.10.30;10,40465747;88460
2003.10.31;10,60985696;108502
2003.11.03;9,666165747;92563
2003.11.04;9,616877745;117255
2003.11.05;9,504187533;93850
2003.11.06;9,142301605;73288
2003.11.07;8,650867571;80224
2003.11.10;8,784734384;54816
2003.11.11;8,80801169;62958
2003.11.12;9,148867534;88347
2003.11.13;9,069941964;54794
2003.11.14;9,037170187;54728
2003.11.17;8,976791481;69677
2003.11.18;9,004801148;74930
2003.11.19;9,182823377;125697
2003.11.20;9,425933929;120325
2003.11.21;10,10847318;87122
2003.11.24;10,21710705;118004
2003.11.25;9,853809104;81594
2003.11.26;9,351615561;115316
2003.11.27;8,588484438;73900
2003.11.28;10,25419175;32230
2003.12.01;11,86049753;81724
2003.12.02;12,97565154;113539
2003.12.03;12,06327903;142164
2003.12.04;11,7283961;106740
2003.12.05;11,64307709;118209
2003.12.08;11,63390063;65515
2003.12.09;11,60314501;71065
2003.12.10;11,6769183;78963
2003.12.11;11,60779251;51126
2003.12.12;11,5;2561
2003.12.13;11,59244276;14893
2003.12.15;11,676609;71908
2003.12.16;11,79463387;74495
2003.12.17;11,92709443;113754
2003.12.18;12,27053533;100853
2003.12.19;12,34473172;93522
2003.12.22;12,68256046;135210
2003.12.23;12,47518416;156654
2003.12.29;11,60221777;101115
2003.12.30;11,57038972;127270
2003.12.31;11,67463079;114095
2002.01.02;9,635695032;68263
2002.01.03;9,030856402;70551
2002.01.04;8,641087823;53915
2002.01.07;8,563423511;84352
2002.01.08;8,597448517;56281
2002.01.09;9,303062296;52379
2002.01.10;9,768862415;58044
2002.01.11;9,144891916;55050
2002.01.14;8,869601655;74935
2002.01.15;8,843119176;60843
2002.01.16;9,478749769;43256
2002.01.17;9,917852305;59799
2002.01.18;10,48659236;54234
2002.01.21;10,81998795;67243
2002.01.22;10,50260682;66441
2002.01.23;8,939309779;73759
2002.01.24;8,812381992;73300
2002.01.25;8,534083254;69474
2002.01.28;8,130112139;68665
2002.01.29;7,911928914;37757
2002.01.30;7,95265465;44714
2002.01.31;7,943398897;100665
2002.02.01;8,929202881;99408
2002.02.04;8,988588614;83294
2002.02.05;9,007172746;61657
2002.02.06;9,100614754;61000
2002.02.07;9,074051099;51586
2002.02.08;8,987397028;61910
2002.02.11;8,964403218;50211
2002.02.12;8,957135053;40273
2002.02.13;8,954606352;68259
2002.02.14;9,013670087;41514
2002.02.15;9,141678666;41670
2002.02.18;9,19406308;37730
2002.02.19;8,746080738;87121
2002.02.20;8,646412376;50939
2002.02.21;8,682066791;54558
2002.02.22;8,777076914;67504
2002.02.25;8,562549038;43334
2002.02.26;8,372239915;35796
2002.02.27;7,147487487;50945
2002.02.28;7,092675319;37988
2002.03.01;8,336038938;84442
2002.03.04;8,243048105;79597
2002.03.05;8,075783683;72255
2002.03.06;8,465330992;76316
2002.03.07;8,466236153;61206
2002.03.08;8,444009894;66301
2002.03.11;8,471644689;52022
2002.03.12;8,413226753;34778
2002.03.13;8,556908909;53858
2002.03.14;8,802921965;48683
2002.03.18;8,837239226;77989
2002.03.19;9,006742618;63462
2002.03.20;8,293971754;86385
2002.03.21;7,79439738;66576
2002.03.22;7,648389118;55870
2002.03.25;7,790400176;58949
2002.03.26;8,152543939;48704
2002.03.27;7,951574464;56813
2002.03.28;7,996656101;63100
2002.03.29;9,047892845;52037
2002.04.02;8,434121332;72314
2002.04.03;8,561171025;85122
2002.04.04;8,694590953;69772
2002.04.05;8,749587657;40379
2002.04.08;8,674919669;52595
2002.04.09;8,463080205;41257
2002.04.10;8,164461369;26391
2002.04.11;8,219666234;28493
2002.04.12;7,9677891;76055
2002.04.15;7,797777727;66171
2002.04.16;7,785572902;63606
2002.04.17;8,127375083;58619
2002.04.18;7,921914094;33013
2002.04.19;7,627115063;63887
2002.04.22;7,282856982;44435
2002.04.23;7,363063179;46788
2002.04.24;7,974977325;50716
2002.04.25;8,067901654;58894
2002.04.26;8,790432298;55656
2002.04.29;9,493982;72333
2002.04.30;7,569785093;80500
2002.05.02;8,535688576;45841
2002.05.03;8,579605276;49503
2002.05.06;8,543584254;36200
2002.05.07;8,433025914;46191
2002.05.08;8,337336909;49589
2002.05.09;8,175489982;45818
2002.05.10;8,287091984;32321
2002.05.13;8,365728793;53863
2002.05.14;8,49141106;52783
2002.05.15;8,30304948;67946
2002.05.16;8,202790867;57724
2002.05.17;8,315118242;67531
2002.05.21;8,22852154;81896
2002.05.22;8,465882783;82070
2002.05.23;8,018063038;38421
2002.05.24;7,604675052;47700
2002.05.27;7,59551561;26425
2002.05.28;7,545990722;22635
2002.05.29;7,650673048;50145
2002.05.30;7,581278413;36295
2002.05.31;7,565161267;54227
2002.06.03;8,752739906;45622
2002.06.04;8,736029218;64481
2002.06.05;8,630437657;68067
2002.06.06;8,421872274;67645
2002.06.07;8,335490936;75794
2002.06.10;8,322724674;71726
2002.06.11;8,515581589;79257
2002.06.12;8,276519063;57519
2002.06.13;7,699187436;40243
2002.06.14;7,681707828;50087
2002.06.17;7,753125;24480
2002.06.18;7,812392945;39232
2002.06.19;8,132585122;58651
2002.06.20;7,676576395;49480
2002.06.21;7,661091513;48190
2002.06.24;7,637484433;40150
2002.06.25;7,639333166;59835
2002.06.26;7,643478774;84800
2002.06.27;7,652532821;80740
2002.06.28;8,204255734;107737
2002.07.01;8,448125939;67874
2002.07.02;8,744974668;54673
2002.07.03;9,038553885;61724
2002.07.04;9,0897353;84284
2002.07.05;9,465424123;107964
2002.07.08;9,637941556;72754
2002.07.09;10,37716484;75629
2002.07.10;9,287314327;88462
2002.07.11;8,393896468;76595
2002.07.12;8,3016549;53115
2002.07.15;8,476702441;68857
2002.07.16;8,959948757;52690
2002.07.17;8,886545606;68643
2002.07.18;8,437490585;74348
2002.07.19;8,211923574;54170
2002.07.22;8,173041588;44628
2002.07.23;8,424246988;63080
2002.07.24;9,22566514;79269
2002.07.25;9,226741832;60267
2002.07.26;8,947613023;74299
2002.07.29;8,538738893;58409
2002.07.30;8,114149987;59205
2002.07.31;8,237053593;62527
2002.08.01;9,475262325;56228
2002.08.02;9,573668111;47076
2002.08.05;9,660006687;56827
2002.08.06;9,472842048;69939
2002.08.07;9,281395583;74485
2002.08.08;9,150515644;40047
2002.08.09;9,011105578;4016
2002.08.10;9,070320311;5401
2002.08.12;9,069682559;25233
2002.08.13;9,222919923;53748
2002.08.14;9,343990833;65891
2002.08.15;9,471996438;76351
2002.08.16;9,710076132;61472
2002.08.21;9,946404604;0
2002.08.22;10,85889803;45002
2002.08.23;11,10547729;45600
2002.08.26;10,77869913;26975
2002.08.27;10,18610352;79201
2002.08.28;8,751862108;65459
2002.08.29;8,357715424;60308
2002.08.30;9,462324801;77533
2002.09.02;9,251541491;66496
2002.09.03;9,016250764;42913
2002.09.04;8,734627673;49090
2002.09.05;8,594426828;40690
2002.09.06;8,583388193;54242
2002.09.09;8,552119309;65014
2002.09.10;8,655836139;25480
2002.09.11;8,662774932;44550
2002.09.12;8,827501915;33190
2002.09.13;9,156543418;39170
2002.09.16;9,447623367;48033
2002.09.17;9,543760105;95366
2002.09.18;9,766730779;64945
2002.09.19;9,97572543;75388
2002.09.20;10,0257753;43457
2002.09.23;10,29736445;56849
2002.09.24;10,11142205;66324
2002.09.25;8,689563551;56925
2002.09.26;8,637043254;45916
2002.09.27;8,711339946;59278
2002.09.30;8,654634385;61398
2002.10.01;9,289923077;63277
2002.10.02;9,095672625;45500
2002.10.03;9,0482009;90355
2002.10.04;8,964594796;50025
2002.10.07;8,948101623;48346
2002.10.08;8,923081568;47804
2002.10.09;9,496844446;39746
2002.10.10;9,601412225;65662
2002.10.11;9,574402458;49638
2002.10.14;9,300713701;44432
2002.10.15;9,564591951;47639
2002.10.16;9,446621442;68901
2002.10.17;9,708820798;97808
2002.10.18;10,25395415;72142
2002.10.21;10,31051678;54133
2002.10.22;10,4770996;52963
2002.10.24;9,972168189;89029
2002.10.25;10,51711142;90993
2002.10.28;10,43998608;35713
2002.10.29;10,42679796;71840
2002.10.30;10,49742249;62098
2002.10.31;9,472257565;93016
2002.11.04;8,746280758;36154
2002.11.05;8,735774773;38852
2002.11.06;9,050757686;51841
2002.11.07;8,878838462;55168
2002.11.08;9,062542977;57751
2002.11.11;9,067185638;56135
2002.11.12;9,179056078;46984
2002.11.13;9,922698998;81458
2002.11.14;10,51747914;71056
2002.11.15;10,40784482;58012
2002.11.18;10,44142483;74068
2002.11.19;9,910119879;44693
2002.11.20;9,646416558;71572
2002.11.21;10,3604186;112378
2002.11.22;10,76497753;59413
2002.11.25;9,613958052;84994
2002.11.26;8,625665366;99362
2002.11.27;8,538627808;119934
2002.11.28;8,401759582;109715
2002.11.29;8,989142254;100791
2002.12.02;9,089027364;66768
2002.12.03;8,910760411;81202
2002.12.04;8,694090142;75183
2002.12.05;8,197348495;50365
2002.12.06;8,313531292;36979
2002.12.09;8,300434378;43477
2002.12.10;8,320309087;52604
2002.12.11;9,052850441;73701
2002.12.12;9,31059781;104019
2002.12.13;9,744565922;86683
2002.12.16;9,69368827;70932
2002.12.17;9,288956042;110865
2002.12.18;9,02715206;102916
2002.12.19;8,517293803;110522
2002.12.20;8,82612593;104815
2002.12.23;9,927042351;114905
2002.12.27;9,096905318;70458
2002.12.28;7,599071926;11132
2002.12.30;7,556178916;4310
2002.12.31;7,586122449;69284
